Id,Weights
0,-4.815688808397148e-05
1,-0.00010927623861539733
2,0.00016103602539022015
3,0.0004893096522737839
4,-1.3046556049921748e-05
5,0.0001658836135081977
6,0.00046459385693647156
7,0.00016343028446118442
8,0.00020240672187517425
9,0.0003021397846569608
10,0.0001716077260432892
11,0.0002544764640280539
12,0.0003370300728042357
13,1.7739946380832425e-05
14,0.00030895207754342473
15,0.0007309021141347639
16,0.00020544484608857753
17,6.805982643489549e-05
18,-0.00011325176525687624
19,5.814797624601306e-05
20,1.723666536893029e-05
21,8.89513661800124e-05
22,0.00023318166091629273
23,4.9779902724956634e-05
24,-5.5436044803593414e-05
25,6.222807622475437e-05
26,-5.027819980794803e-07
27,-4.631336511461268e-05
28,4.927306115452429e-05
29,0.00012914118067520596
30,0.00021945579553262726
31,-0.000157325658710771
32,6.254008991870503e-05
33,-5.766631808739047e-06
34,0.0002895861191664742
35,0.0002803261763450363
36,0.00017051348801015612
37,0.0002999259518114295
38,-0.00010956859795167425
39,0.0004137690419085046
40,0.00024813173844864984
41,-5.1485428386711886e-05
42,-4.170607199126394e-05
43,0.00015136277870120057
44,0.0002568528842715883
45,0.00025488689011411643
46,0.0002813478497653261
47,0.0002036832835906046
48,0.00031287517172458583
49,-5.4777615659509004e-05
50,5.0705047103697404e-05
51,0.00024365523967849234
52,0.00014170474603332681
53,9.202792983394459e-05
54,0.00019276069775638055
55,-0.00011839081449111746
56,0.00022460810699040035
57,0.0001131941449666493
58,0.00012314146817487106
59,6.900598235318456e-05
60,0.0002984501626779669
61,9.339985617046743e-05
62,0.00016149173243417412
63,0.0002721096770776796
64,0.00014909966717044322
65,-2.0607241982150017e-05
66,0.00027304538117267537
67,4.828888834229373e-05
68,-3.7055657391295016e-05
69,0.00016184215471275716
70,7.02036778540353e-05
71,2.0956521055762008e-05
72,-0.00015933750446315843
73,2.5633742889140723e-05
74,0.00012686861350101744
75,4.2526155655225883e-05
76,4.58602617469299e-05
77,1.9270328287383006e-05
78,0.00018912432673728159
79,4.12335842983348e-05
80,2.36203917536059e-05
81,0.00011936916572741549
82,-0.00015371457365409726
83,-7.41696153812978e-05
84,0.0001286809726643968
85,3.8043748379911605e-05
86,0.00044990547235145614
87,0.0001922013504689249
88,7.962026007337481e-05
89,-0.00016511337057533094
90,0.00020299692528790515
91,1.2846521250403658e-05
92,0.00015134257223574038
93,0.0001433617365303413
94,-3.2668256144464356e-05
95,0.00015204366076462816
96,4.611973771287188e-05
97,8.777914155580512e-06
98,-0.00039930691300960107
99,0.00020162440569543563
100,0.00018240439101558774
101,-4.258291440464035e-05
102,-0.00021313897498658258
103,0.00010767981892881868
104,-0.00031105451400318426
105,0.00016588413889864276
106,2.411201938493142e-05
107,5.483395875745308e-05
108,-2.5234086290699354e-06
109,3.735435746294944e-05
110,-4.7706265786851045e-05
111,3.9726024689681986e-05
112,0.0001431893636541039
113,-9.503761622244315e-05
114,0.00036876065978839936
115,-8.476869648407342e-06
116,8.712310262479011e-05
117,-0.0001003912985275514
118,5.2285155851875356e-05
119,0.00010898897248089179
120,0.00028117605582442706
121,0.000218053132116197
122,-0.00022011111403764456
123,0.00020143760853436673
124,-5.713826583114321e-05
125,-0.00041933533996097485
126,-6.859851640387247e-05
127,3.069009411896354e-05
128,-2.9357359616064287e-05
129,0.00015736055655057366
130,0.00020352428854340392
131,0.00027767962490907335
132,6.473741708380362e-05
133,0.00013690676489358137
134,0.00026059343424440263
135,-9.329283020513148e-05
136,0.00014536198586666358
137,0.00039659726050692956
138,0.0002860605449339493
139,0.0001321506685818626
140,0.00011698063153782435
141,0.000131760566615057
142,0.0003296511835530429
143,5.9932159695923594e-05
144,-5.863326797920414e-05
145,3.201404938838905e-05
146,1.1172332853429424e-05
147,0.0004987422611567635
148,0.0001945785905656962
149,0.00012420667663728488
150,0.0003031033554448321
151,-0.000225747658566318
152,0.00017523469900188927
153,0.00023716242265194463
154,-0.00029215098054546776
155,5.55395315178092e-05
156,0.00038103431059939775
157,0.0001769043991443593
158,4.915898911732612e-05
159,0.00017220292687387376
160,0.0001299968033668046
161,-0.00036201851729874093
162,9.380980932886826e-05
163,0.00025003026053346193
164,0.00011379408933193837
165,0.00014613652214444487
166,-0.0004653427438603762
167,-8.43533143508732e-05
168,-1.9538922575485423e-05
169,0.00023926503964264562
170,1.7588025437515723e-05
171,-0.00010985781973103437
172,6.378720327440945e-05
173,5.314624494537966e-05
174,0.0004532964072775673
175,0.00021109270027030183
176,8.463264252325293e-05
177,-7.864319338752485e-05
178,0.00020201461269857377
179,7.25979882318789e-05
180,1.845048615916311e-05
181,8.644095152614983e-05
182,0.0001134995313499315
183,0.00011805241642574432
184,0.00015305180379407955
185,0.00034555754759986945
186,-5.618859091588019e-05
187,0.00018129627636806657
188,0.00012100089992499759
189,6.266171844599057e-05
190,0.00022718036056939645
191,-1.5686451784058276e-05
192,0.00029991643926475197
193,-0.00020261006719986195
194,0.00045001169627528526
195,0.00019000765635445956
196,6.256459979051858e-05
197,0.00020942875402919935
198,-0.00034348100617081774
